pairs,Ks
ONH99881-ONI03745,2.1262
ONI18663-ONI18664,1.8112
ONI10254-ONI18664,1.608
ONH99900-ONI35831,2.5362
ONH99900-ONI24619,1.5982
ONI35831-ONI24619,2.9109
ONH99911-ONI33483,1.9204
ONI03722-ONI33483,4.1944
ONH99970-ONI09873,3.8882
ONH99970-ONI20829,3.4187
ONI00018-ONI00953,4.8853
ONI00018-ONI27058,4.777
ONI00953-ONI27058,4.7552
ONI00029-ONI32250,4.7195
ONI00029-ONI03614,1.8288
ONI32250-ONI03614,4.4279
ONI00051-ONI00235,2.8268
ONI00051-ONI03408,9.0
ONI00235-ONI03408,2.9817
ONI00165-ONI23821,4.797
ONI00165-ONI24400,1.5812
ONI23821-ONI24400,4.8181
ONI00171-ONI13715,3.3558
ONI00171-ONI13719,4.0353
ONI00196-ONI24379,1.9673
ONI02232-ONI02231,2.004
ONI00218-ONI16414,1.8775
ONI00218-ONI24375,3.2937
ONI16414-ONI24375,2.6759
ONI00219-ONI28316,3.1435
ONI00219-ONI34087,3.1827
ONI28316-ONI34087,1.9811
ONI00233-ONI26432,1.8357
ONI00233-ONI31080,3.2581
ONI26432-ONI31080,3.365
ONI00253-ONI28310,4.3789
ONI28310-ONI03397,4.351
ONI00254-ONI26712,3.958
ONI00254-ONI24344,1.8472
ONI26712-ONI24344,3.5841
ONI00297-ONI03320,2.6184
ONI00311-ONI17466,3.9043
ONI24256-ONI17466,1.915
ONI24229-ONI03298,1.6296
ONI00480-ONI24032,1.6478
ONI00512-ONI01059,4.2431
ONI00512-ONI09935,4.145
ONI01059-ONI09935,4.1619
ONI00527-ONI02528,4.1768
ONI02528-ONI31829,3.1331
ONI00621-ONI23185,3.4529
ONI00651-ONI28615,4.1037
ONI00651-ONI03085,2.0136
ONI28615-ONI03085,1.9277
ONI00664-ONI15898,2.204
ONI00664-ONI34706,4.3349
ONI15898-ONI34706,3.8969
ONI00733-ONI23861,2.3494
ONI00733-ONI05746,4.4776
ONI23861-ONI05746,4.5299
ONI00888-ONI09572,3.7838
ONI00888-ONI12613,3.8484
ONI09572-ONI12613,2.3484
ONI00906-ONI29781,4.2452
ONI00906-ONI07800,4.2487
ONI29781-ONI07800,2.8226
ONI00969-ONI21869,3.2197
ONI00969-ONI03380,1.8789
ONI21869-ONI03380,2.4434
ONI13903-ONI04032,1.6722
ONI04032-ONI20557,1.8671
ONI01078-ONI27923,2.9648
ONI01153-ONI15888,2.9005
ONI15888-ONI26056,9.0
ONI12933-ONI01336,1.7989
ONI01469-ONI32438,4.7594
ONI01469-ONI04767,4.7118
ONI32438-ONI04767,4.7398
ONI01495-ONI08178,1.5692
ONI01533-ONI02626,4.4181
ONI01533-ONI10926,4.3934
ONI02626-ONI10926,4.5432
ONI01537-ONI18244,1.7929
ONI01537-ONI02682,3.5106
ONI18244-ONI02682,2.461
ONI26866-ONI05071,3.9174
ONI05071-ONI26755,2.8477
ONI09393-ONI16087,4.274
ONI09393-ONI16274,2.571
ONI16087-ONI16274,4.2947
ONI01722-ONI02183,4.6166
ONI01722-ONI27313,3.0744
ONI02183-ONI27313,4.5872
ONI01800-ONI07544,4.548
ONI01800-ONI25680,2.7984
ONI07544-ONI25680,1.6081
ONI01878-ONI21978,3.3741
ONI21978-ONI32103,3.3556
ONI01902-ONI04678,1.9908
ONI01937-ONI23039,3.4906
ONI01937-ONI06854,3.7335
ONI23039-ONI06854,3.638
ONI01960-ONI03279,4.0474
ONI01960-ONI31974,2.6643
ONI03279-ONI31974,1.8825
ONI02106-ONI03888,4.268
ONI03888-ONI36182,4.4056
ONI31662-ONI04321,3.4908
ONI31662-ONI15282,1.9834
ONI04321-ONI15282,2.2648
ONI02172-ONI02381,2.258
ONI02172-ONI35051,1.6548
ONI02381-ONI35051,4.3873
ONI02191-ONI25517,2.0299
ONI02191-ONI35073,2.8962
ONI25517-ONI35073,1.7868
ONI02200-ONI19785,3.8199
ONI19785-ONI02202,3.8327
ONI02222-ONI02861,2.3178
ONI02222-ONI33469,4.4958
ONI02288-ONI35122,1.8152
ONI02288-ONI05968,3.9592
ONI35122-ONI05968,3.9616
ONI02296-ONI02290,2.0649
ONI02305-ONI16784,1.9445
ONI02305-ONI30995,4.0061
ONI16784-ONI30995,4.3912
ONI02316-ONI08149,4.0167
ONI02316-ONI08148,4.0315
ONI02342-ONI17390,2.6773
ONI02342-ONI12825,2.9745
ONI17390-ONI12825,1.9562
ONI02411-ONI18016,2.0171
ONI18016-ONI35299,6.8592
ONI02534-ONI34274,4.6964
ONI02534-ONI28499,4.672
ONI34274-ONI28499,4.6666
ONI10314-ONI36293,1.8343
ONI10314-ONI18715,1.6787
ONI36293-ONI18715,1.8411
ONI02617-ONI11409,2.9688
ONI02617-ONI35516,2.0427
ONI11409-ONI35516,4.6586
ONI02675-ONI31279,2.6403
ONI02675-ONI18808,4.8353
ONI02701-ONI33352,1.6383
ONI02701-ONI15394,4.3796
ONI33352-ONI15394,4.376
ONI02711-ONI33361,3.4839
ONI02711-ONI33362,1.86
ONI33361-ONI33362,3.4449
ONI02738-ONI30564,3.5682
ONI02738-ONI08435,2.1455
ONI30564-ONI08435,1.6188
ONI19699-ONI17445,1.5409
ONI19699-ONI18067,1.6878
ONI17445-ONI18067,1.7726
ONI02886-ONI20521,4.206
ONI02886-ONI33495,1.9754
ONI20521-ONI33495,4.2551
ONI02955-ONI35369,4.677
ONI35369-ONI33541,4.8387
ONI03003-ONI11910,2.4459
ONI03003-ONI11909,2.9139
ONI11910-ONI11909,2.151
ONI03081-ONI35746,2.6292
ONI35746-ONI15352,2.8487
ONI03114-ONI33860,1.7328
ONI03114-ONI35543,2.5129
ONI33860-ONI35543,4.2921
ONI03168-ONI23226,2.4805
ONI03168-ONI25412,1.9749
ONI23226-ONI25412,1.6432
ONI03175-ONI07214,2.3515
ONI03175-ONI13732,4.0602
ONI07214-ONI13732,4.0398
ONI03188-ONI19888,1.6562
ONI03188-ONI24045,1.6565
ONI19888-ONI24045,3.9208
ONI03365-ONI25335,2.1093
ONI15853-ONI25335,1.6502
ONI03462-ONI17538,4.2776
ONI17538-ONI24396,2.3849
ONI03500-ONI17866,4.269
ONI03500-ONI24437,1.7462
ONI17866-ONI24437,2.5079
ONI03557-ONI00103,2.0944
ONI03557-ONI24482,2.1593
ONI00103-ONI24482,2.7992
ONI03558-ONI31926,2.1504
ONI03558-ONI24486,2.3029
ONI31926-ONI24486,2.0203
ONI24512-ONI03608,1.5993
ONI03651-ONI24561,1.7462
ONI24561-ONI24558,1.9017
ONI03795-ONI07525,4.7848
ONI03795-ONI25671,2.8097
ONI07525-ONI25671,1.9612
ONI03813-ONI10690,3.5059
ONI03813-ONI24704,3.4228
ONI10690-ONI24704,3.522
ONI03823-ONI03825,1.8065
ONI03823-ONI27223,2.1874
ONI03825-ONI27223,2.4521
ONI29782-ONI31845,4.4088
ONI07801-ONI31845,1.7342
ONI03850-ONI24294,2.2404
ONI03851-ONI24294,1.7802
ONI04069-ONI04065,2.9106
ONI04069-ONI07235,1.5513
ONI04065-ONI07235,3.6959
ONI23372-ONI25506,1.7559
ONI25506-ONI07391,4.0535
ONI03984-ONI16999,4.8919
ONI03984-ONI21374,5.0454
ONI16999-ONI21374,4.9205
ONI03991-ONI04298,2.6831
ONI04023-ONI31209,3.6923
ONI04029-ONI31209,3.6969
ONI04173-ONI31949,4.9058
ONI04173-ONI26936,4.9685
ONI04211-ONI04212,2.5586
ONI04212-ONI29611,3.7676
ONI04227-ONI25845,2.4991
ONI04242-ONI27961,1.6382
ONI27961-ONI04243,2.8252
ONI04281-ONI06269,4.8087
ONI06269-ONI20888,4.7328
ONI04290-ONI05219,4.1369
ONI04290-ONI29444,4.1004
ONI05219-ONI29444,1.5387
ONI04451-ONI19572,2.3668
ONI04451-ONI19264,4.2963
ONI19572-ONI19264,3.298
ONI04545-ONI28666,2.4563
ONI04606-ONI30528,1.6737
ONI04606-ONI33998,3.1343
ONI30528-ONI33998,1.5887
ONI04631-ONI07177,3.9572
ONI07177-ONI04632,3.9694
ONI04635-ONI31320,2.0727
ONI04635-ONI18797,2.5712
ONI31320-ONI18797,1.9156
ONI04674-ONI22200,3.6253
ONI04674-ONI35734,3.3018
ONI04697-ONI29848,1.794
ONI04697-ONI07865,2.1444
ONI29848-ONI07865,1.9784
ONI04700-ONI15287,3.5241
ONI04700-ONI28475,1.7432
ONI22227-ONI09704,2.0589
ONI05220-ONI09704,3.3381
ONI04742-ONI26308,2.6716
ONI26308-ONI26309,2.5435
ONI04778-ONI27745,2.441
ONI04778-ONI27232,2.1924
ONI27745-ONI27232,3.5378
ONI04789-ONI18260,1.624
ONI04789-ONI20194,3.3836
ONI18260-ONI20194,3.3786
ONI04798-ONI13964,4.0305
ONI13964-ONI18139,4.0319
ONI04822-ONI16045,2.086
ONI04822-ONI26363,2.4592
ONI16045-ONI26363,1.8449
ONI04823-ONI31616,2.0102
ONI04823-ONI11350,4.0122
ONI31616-ONI11350,3.9659
ONI04919-ONI24407,1.8885
ONI24964-ONI06463,3.8085
ONI24964-ONI24963,1.7553
ONI06463-ONI24963,3.9541
ONI04986-ONI26080,4.4878
ONI04986-ONI09936,4.5629
ONI26080-ONI09936,4.5491
ONI05002-ONI31804,3.1574
ONI31804-ONI26800,3.1995
ONI05260-ONI32791,1.6395
ONI05260-ONI29289,2.9645
ONI05353-ONI09864,4.2058
ONI05353-ONI18376,4.4158
ONI09864-ONI18376,2.2104
ONI05394-ONI07928,4.2091
ONI09986-ONI07928,1.9543
ONI05432-ONI30898,4.4977
ONI05432-ONI17917,1.9106
ONI30898-ONI17917,4.3173
ONI05467-ONH99885,2.7006
ONI05467-ONI31150,2.0098
ONH99885-ONI31150,2.1473
ONI05505-ONI30617,3.1139
ONI05505-ONI19809,2.4649
ONI30617-ONI19809,4.4639
ONI05579-ONI10135,5.8141
ONI05579-ONI18548,2.2619
ONI05641-ONI15155,3.1589
ONI05641-ONI15157,3.4387
ONI05775-ONI30962,4.0822
ONI05775-ONI16329,2.0555
ONI30962-ONI16329,4.0783
ONI05802-ONI18706,2.9838
ONI05802-ONI10296,2.0442
ONI18706-ONI10296,2.0124
ONI05937-ONI20101,2.6024
ONI20101-ONI25927,1.8617
ONI27602-ONI30532,4.8002
ONI27602-ONI08409,4.7963
ONI30532-ONI08409,1.6034
ONI05988-ONI08256,1.9045
ONI05988-ONI02466,1.8291
ONI08256-ONI02466,1.8319
ONI06072-ONI34048,3.9282
ONI34048-ONI33663,2.5445
ONI06078-ONI08262,4.2403
ONI06078-ONI30384,4.236
ONI06088-ONI10422,3.7788
ONI06088-ONI11334,2.1934
ONI10422-ONI11334,2.0448
ONI06112-ONI11548,1.801
ONI06115-ONI22142,1.5703
ONI06316-ONI22291,2.4339
ONI06316-ONI34826,4.2575
ONI22291-ONI34826,2.614
ONI06317-ONI24906,3.7218
ONI06317-ONI22293,2.2815
ONI06461-ONI10586,6.1191
ONI06461-ONI24962,1.9411
ONI10586-ONI24962,3.6969
ONI06582-ONI25028,1.5493
ONI06582-ONI22559,1.9325
ONI25028-ONI22559,2.1019
ONI06637-ONI25048,2.4498
ONI25048-ONI06639,2.385
ONI06671-ONI30259,4.6055
ONI06671-ONI34889,4.563
ONI30259-ONI34889,4.6904
ONI06679-ONI34436,3.2878
ONI34436-ONI33442,3.2857
ONI06685-ONI12272,1.6208
ONI12272-ONI06686,1.6421
ONI06692-ONI08770,2.0638
ONI08770-ONI06693,2.7789
ONI06694-ONI25421,2.218
ONI06694-ONI10847,3.9603
ONI25421-ONI10847,3.4006
ONI06794-ONI25120,3.4073
ONI06794-ONI25119,1.646
ONI06809-ONI06820,1.8983
ONI06821-ONH89660,2.5109
ONI06821-ONI36513,2.0744
ONH89660-ONI36513,2.1095
ONI06827-ONI17149,2.4876
ONI17149-ONI25137,2.4475
ONI06914-ONI25198,2.151
ONI06914-ONI22809,2.2311
ONI25198-ONI22809,2.3141
ONI06980-ONI22890,2.134
ONI06980-ONI22891,2.0028
ONI07173-ONI23190,3.8431
ONI23190-ONI23187,3.7828
ONI08896-ONI31044,2.6671
ONI07348-ONI12740,4.5797
ONI07348-ONI23353,2.7269
ONI12740-ONI23353,4.5858
ONI07486-ONI07628,1.7763
ONI07486-ONI23589,2.6444
ONI07628-ONI23589,1.6556
ONI07532-ONI25678,2.5465
ONI07532-ONI23502,2.3493
ONI25678-ONI23502,9.0
ONI07547-ONI25687,2.7798
ONI07547-ONI23508,2.3335
ONI25687-ONI23508,2.0946
ONI07632-ONI12186,3.9843
ONI07632-ONI25751,1.5442
ONI12186-ONI25751,3.9752
ONI07795-ONI27525,1.921
ONI27525-ONI29758,3.6346
ONI07810-ONI29124,2.184
ONI07810-ONI29117,1.7019
ONI07852-ONI32011,4.6488
ONI32011-ONI29832,4.6634
ONI07915-ONI29049,3.3179
ONI07915-ONI09738,3.4903
ONI29049-ONI09738,2.6044
ONI34486-ONI34485,2.6619
ONI07948-ONI19963,1.5824
ONI07948-ONI29940,2.4986
ONI07997-ONI30046,2.002
ONI07997-ONI19925,1.813
ONI30046-ONI19925,1.6337
ONI08008-ONI12315,4.2838
ONI08008-ONI33578,2.9904
ONI12315-ONI33578,3.151
ONI08039-ONI19857,1.8189
ONI08039-ONI19858,2.0083
ONI08060-ONI15345,2.6556
ONI08060-ONI22506,2.1673
ONI15345-ONI22506,2.189
ONI14914-ONI24608,2.3188
ONI14914-ONI24853,1.9785
ONI24608-ONI24853,2.708
ONI08165-ONI29577,3.7075
ONI08165-ONI24949,3.6599
ONI29577-ONI24949,3.7293
ONI08239-ONI09679,1.9805
ONI08239-ONI31755,2.2629
ONI09679-ONI31755,3.8312
ONI08244-ONI30311,1.747
ONI08304-ONI22589,2.9455
ONI08304-ONI32794,1.5486
ONI22589-ONI32794,2.3811
ONI08318-ONI33273,4.0768
ONI08318-ONI15622,4.1126
ONI08320-ONI27875,2.7488
ONI08320-ONI09904,3.9842
ONI27875-ONI09904,2.6137
ONI08327-ONI30427,1.5828
ONI08327-ONI19626,1.5902
ONI30427-ONI19626,1.5594
ONI22060-ONI10045,4.2634
ONI22060-ONI13174,4.2537
ONI10045-ONI13174,1.8489
ONI08367-ONI30467,3.8639
ONI08367-ONI19584,3.7648
ONI30467-ONI19584,3.79
ONI08393-ONI30492,2.3918
ONI08393-ONI30491,2.8805
ONI08471-ONI24443,4.184
ONI24443-ONI19396,4.1673
ONI08479-ONI18971,2.0231
ONI08479-ONI30154,3.1203
ONI18971-ONI30154,1.9663
ONI08528-ONI11082,4.5701
ONI11082-ONI30652,2.1329
ONI08534-ONI08537,1.598
ONI08608-ONI09362,3.377
ONI09362-ONI19301,3.4993
ONI08672-ONI19262,2.4658
ONI08738-ONI30884,2.4272
ONI30884-ONI19195,2.3523
ONI08801-ONI30951,1.8577
ONI19081-ONI30951,1.5689
ONI08802-ONI19080,1.723
ONI30953-ONI19080,1.9482
ONI08863-ONI13309,2.1429
ONI08863-ONI09959,4.0708
ONI08937-ONI34801,1.6712
ONI08937-ONI31081,3.0139
ONI08950-ONI33521,2.549
ONI33521-ONI08955,2.6103
ONI31127-ONI18930,2.12
ONI09110-ONI32010,3.5497
ONI32010-ONI31329,3.5615
ONI29868-ONI21011,2.6619
ONI09195-ONI31444,2.2003
ONI17183-ONI31444,1.548
ONI09239-ONI17335,3.3002
ONI09239-ONI13574,1.6794
ONI17335-ONI13574,3.3053
ONI19918-ONI36465,1.6855
ONI10218-ONI12921,4.0347
ONI10218-ONI18633,4.0494
ONI12921-ONI18633,4.2301
ONI09388-ONI24695,2.4593
ONI09388-ONI25092,3.5806
ONI09505-ONI19920,4.3811
ONI09505-ONI31951,4.1182
ONI19920-ONI31951,3.8512
ONI26512-ONI26524,2.2334
ONI09640-ONI14778,3.6004
ONI09640-ONI14781,2.7823
ONI09728-ONI13733,1.6404
ONI09740-ONI31376,4.3759
ONI31376-ONI13704,4.4445
ONI09748-ONI25914,2.262
ONI25914-ONI18188,2.4963
ONI09752-ONI18180,3.2676
ONI13650-ONI18180,3.0094
ONI09777-ONI28561,4.0838
ONI09777-ONI18223,2.0581
ONI28561-ONI18223,1.7571
ONI09806-ONI29009,2.4149
ONI09806-ONI18248,2.2654
ONI29009-ONI18248,3.5961
ONI09917-ONI26764,1.8455
ONI10479-ONI26764,1.7061
ONI10052-ONI28144,2.4539
ONI10052-ONI13141,4.5374
ONI28144-ONI13141,4.5788
ONI10083-ONI18506,3.0531
ONI10083-ONI16937,1.8092
ONI10129-ONI26652,2.4076
ONI26652-ONI13085,2.2386
ONI18547-ONI11802,2.7707
ONI10228-ONI18652,1.6241
ONI12915-ONI18652,1.9699
ONI10288-ONI10289,3.9756
ONI10288-ONI31434,3.9993
ONI10289-ONI31434,3.0019
ONI10324-ONI18436,4.6309
ONI10324-ONI32139,4.7884
ONI18436-ONI32139,4.6615
ONI10331-ONI32171,4.0227
ONI10331-ONI24798,4.0494
ONI32171-ONI24798,4.1817
ONI10333-ONI12834,2.9574
ONI10333-ONI26714,4.6624
ONI12834-ONI26714,4.9106
ONI10416-ONI12781,2.0421
ONI12781-ONI17085,3.1583
ONI10423-ONI32913,4.9675
ONI10423-ONI20983,4.9078
ONI32913-ONI20983,4.9409
ONI10430-ONI12767,1.6924
ONI16316-ONI32965,2.9548
ONI16316-ONI14545,3.7083
ONI32965-ONI14545,1.6488
ONI10485-ONI12650,2.6428
ONI10485-ONI17131,3.3101
ONI12650-ONI17131,3.4095
ONI10571-ONI12581,1.5393
ONI10571-ONI16885,1.6901
ONI10777-ONI35657,4.2965
ONI10777-ONI14709,2.2402
ONI35657-ONI14709,4.2574
ONI10794-ONI13727,4.0239
ONI13727-ONI10795,2.2251
ONI10867-ONI26859,3.3966
ONI10867-ONI28569,2.0321
ONI26859-ONI28569,2.9516
ONI10982-ONI27197,4.263
ONI10982-ONI14984,4.2522
ONI27197-ONI14984,1.8357
ONI11013-ONI15316,2.1428
ONI15316-ONI12161,2.6061
ONI11045-ONI14874,4.042
ONI11045-ONI11825,4.0542
ONI14874-ONI11825,4.1093
ONI11077-ONI14842,3.251
ONI14842-ONI17848,2.5787
ONI11271-ONI12324,3.3591
ONI11266-ONI12324,3.6051
ONI11338-ONI19687,1.9703
ONI11338-ONI30314,1.7106
ONI19687-ONI30314,1.5871
ONI11507-ONI30648,1.8394
ONI11507-ONI17572,1.7359
ONI30648-ONI17572,2.2217
ONI11541-ONI11856,1.5846
ONI11614-ONI15098,2.2274
ONI11614-ONI11616,2.1138
ONI15098-ONI11616,2.0415
ONI11771-ONI19630,3.8869
ONI19630-ONI14905,3.8761
ONI11817-ONI21825,4.1506
ONI11817-ONI26677,2.0619
ONI21825-ONI26677,4.0445
ONI11920-ONI26846,3.5326
ONI11920-ONI26847,3.5754
ONI12281-ONI34006,2.5604
ONI34006-ONI17638,2.6176
ONI12375-ONI30533,3.9471
ONI12375-ONI19506,4.0557
ONI30533-ONI19506,2.0352
ONI12461-ONI31266,4.8254
ONI31266-ONI16737,4.6097
ONI12547-ONI16839,2.8867
ONI12547-ONI12548,1.7376
ONI16839-ONI12548,1.7708
ONI12564-ONI36216,3.9484
ONI16854-ONI36216,4.0339
ONI12579-ONI15770,3.8587
ONI12579-ONI33783,3.8208
ONI15770-ONI33783,1.8362
ONI12607-ONI16995,2.8065
ONI12607-ONI16994,1.5391
ONI12773-ONI12775,2.4668
ONI12774-ONI12775,1.66
ONI14975-ONI27190,3.5309
ONI12872-ONI32248,4.7139
ONI12872-ONI23795,4.6557
ONI32248-ONI23795,2.2152
ONI13208-ONI26867,2.0502
ONI13208-ONI26022,3.3633
ONI26867-ONI26022,2.7971
ONI13220-ONI30600,1.9656
ONI30600-ONI13223,2.2961
ONI13240-ONI30426,2.5601
ONI13240-ONI22790,2.176
ONI30426-ONI22790,2.5594
ONI13417-ONI19840,3.8551
ONI19840-ONI16901,3.9906
ONI13419-ONI30138,2.1225
ONI18270-ONI29454,1.7248
ONI13969-ONI13968,1.9119
ONI13969-ONI20623,1.8156
ONI13968-ONI20623,4.1008
ONI13674-ONI17982,1.7873
ONI17982-ONI13676,3.2064
ONI13886-ONI17604,1.5873
ONI14166-ONI34526,3.0335
ONI34526-ONI20879,4.1226
ONI14546-ONI35905,4.1321
ONI14546-ONI36374,4.3163
ONI14552-ONI30178,3.9584
ONI30178-ONI14940,3.9767
ONI14762-ONI27362,3.8517
ONI14762-ONI36237,2.4699
ONI27362-ONI36237,3.8593
ONI14793-ONI27996,2.9127
ONI14793-ONI16991,3.9949
ONI27996-ONI16991,4.0909
ONI14926-ONI23091,4.1794
ONI14926-ONI25339,4.0661
ONI23091-ONI25339,2.4277
ONI14974-ONI16412,3.8038
ONI16412-ONI27185,3.807
ONI15430-ONI33116,1.9745
ONI15430-ONI24065,2.4267
ONI33116-ONI24065,2.0811
ONI16305-ONI23413,2.4554
ONI16305-ONI27724,2.6185
ONI23413-ONI27724,3.9992
ONI16347-ONI31147,2.0166
ONI16347-ONI33346,2.3083
ONI31147-ONI33346,1.7084
ONI16395-ONI32874,1.5521
ONI16395-ONI32545,9.0
ONI32874-ONI32545,3.6625
ONI16439-ONI32906,3.877
ONI16439-ONI32905,1.6426
ONI32906-ONI32905,2.5333
ONI30716-ONI19314,1.5833
ONI16659-ONI19648,3.9509
ONI16659-ONI18285,2.2567
ONI16827-ONI23737,3.9762
ONI16827-ONI23736,3.658
ONI17322-ONI31622,3.4381
ONI17322-ONI31621,2.9435
ONI31622-ONI31621,3.5269
ONI17405-ONI27414,1.7682
ONI27414-ONI31411,1.6184
ONI17756-ONI24871,3.8143
ONI17756-ONI29441,3.9176
ONI24871-ONI29441,3.8154
ONI17927-ONI27806,4.6763
ONI17927-ONI21295,3.1041
ONI27806-ONI21295,4.7264
ONI18085-ONI24114,4.0307
ONI18085-ONI30879,4.1476
ONI24114-ONI30879,2.3709
ONI18189-ONI31877,4.8558
ONI18189-ONI29954,1.8366
ONI31877-ONI29954,2.629
ONI18482-ONI18483,1.7985
ONI18576-ONI18580,2.3774
ONI18578-ONI18580,2.2301
ONI18604-ONI18612,2.0914
ONI18826-ONI30458,2.4415
ONI30458-ONI31247,1.7294
ONI18858-ONI28553,4.0571
ONI18858-ONI31228,1.8644
ONI28553-ONI31228,4.0352
ONI18875-ONI32999,4.0905
ONI18875-ONI27547,4.1112
ONI32999-ONI27547,1.8492
ONI18962-ONI26861,3.7027
ONI18962-ONI26864,3.6257
ONI19058-ONI27640,3.5959
ONI19058-ONI30538,2.8509
ONI27640-ONI30538,3.0099
ONI19341-ONI19345,1.591
ONI19341-ONI30660,4.0077
ONI19345-ONI30660,3.7236
ONI19370-ONI18392,3.5466
ONI18392-ONI30625,4.1615
ONI19437-ONI32573,2.1773
ONI19437-ONI30573,1.7065
ONI19583-ONI21881,3.0991
ONI19583-ONI24771,3.8694
ONI21881-ONI24771,2.3639
ONI19661-ONI08271,1.6975
ONI08271-ONI35713,2.0007
ONI19833-ONI31793,4.238
ONI19833-ONI30175,2.6117
ONI31793-ONI30175,4.2745
ONI33841-ONI33839,1.9937
ONI20569-ONI28763,1.6921
ONI20569-ONI27858,1.5514
ONI28763-ONI27858,2.3158
ONI21235-ONI33553,1.7919
ONI33553-ONI21237,2.5712
ONI21467-ONI34313,2.9045
ONI21765-ONI21850,1.7687
ONI21850-ONI01480,1.7655
ONI22111-ONI26483,2.0113
ONI22111-ONI28963,1.6533
ONI26483-ONI28963,4.3976
ONI22474-ONI27446,3.9039
ONI22474-ONI27445,3.977
ONI23275-ONI33209,1.974
ONI23549-ONH96330,3.4617
ONI23549-ONI25724,2.3807
ONH96330-ONI25724,3.5511
ONI23620-ONI23322,1.6207
ONI23620-ONI15879,1.5526
ONI23322-ONI15879,2.6623
ONI24565-ONI33953,4.0395
ONI24565-ONI25167,1.7345
ONI33953-ONI25167,4.0079
ONI27766-ONI32663,4.342
ONI32663-ONI27780,4.4163
ONI27823-ONI05340,4.8743
ONI27825-ONI05340,4.8488
ONI28368-ONI32546,2.153
ONI28524-ONI32546,2.1505
ONI28801-ONI28792,2.2703
ONI05989-ONI27678,4.6577
ONI08988-ONI31138,2.3895
ONH92164-ONI22339,1.6606
ONI10450-ONI16964,1.6371
ONI36133-ONI34621,4.0592
ONI21868-ONH96360,1.6491
ONI32588-ONI24654,1.5382
ONH89529-ONI36464,3.6504
ONH89532-ONI29405,1.6563
ONI31057-ONI03609,4.2851
ONI22745-ONI33736,4.0217
ONI13589-ONI18210,1.8035
ONI08383-ONI09837,3.9523
ONH89547-ONH97383,1.9097
ONH89548-ONI29703,2.9502
ONI14928-ONI08692,3.2276
ONH98308-ONI06659,2.6135
ONI33228-ONI12484,2.7985
ONI17523-ONI31912,1.9715
ONH89570-ONI30719,3.7304
ONH89578-ONI09827,1.665
ONI06095-ONH97372,1.6128
ONH89619-ONI07481,4.4824
ONH91573-ONH97827,4.2654
ONH97057-ONI32429,2.2543
ONH99274-ONI20333,2.1331
ONI00870-ONI02994,3.9166
ONH97465-ONH97464,1.799
ONI16570-ONI15240,2.2735
ONH90965-ONH97013,1.6429
ONI27052-ONH99631,4.3697
ONI32299-ONH93925,2.4111
ONI30970-ONI35153,4.4778
ONH89699-ONI06888,3.843
ONH89707-ONI14462,4.154
ONI25921-ONH93280,4.1062
ONH99030-ONI11977,3.8279
ONH93020-ONH93014,1.9216
ONI01968-ONH90275,1.7314
ONI02253-ONI22221,1.8745
ONI19755-ONI09645,2.4372
ONH89753-ONI05134,2.6398
ONI33924-ONH98126,2.8187
ONH89755-ONI11565,2.0932
ONI21307-ONI05498,3.7543
ONH93239-ONI17935,2.5838
ONH89810-ONI13279,2.9719
ONH92689-ONI05207,2.2632
ONI31976-ONI31839,4.6598
ONH89837-ONI31053,3.8124
ONH89848-ONH99959,3.0889
ONH89866-ONI01773,2.4156
ONI31015-ONI19025,1.5507
ONI16502-ONH98783,4.8978
ONH97037-ONI32512,2.1221
ONI10554-ONI02651,4.8481
ONI25138-ONI33069,4.884
ONI08290-ONH99432,5.0482
ONI03234-ONI24125,4.6778
ONI32191-ONI31264,2.3482
ONH89893-ONI20155,2.4321
ONH89927-ONI01801,2.0952
ONH89930-ONI25690,4.0866
ONI19578-ONI30487,1.5606
ONI14650-ONI04099,2.8199
ONH89985-ONI35920,2.6999
ONH89987-ONH93645,4.096
ONH90402-ONI36249,5.5835
ONI12139-ONH93893,3.1338
ONI20338-ONH96043,6.8717
ONH89993-ONI13771,4.0667
ONI23392-ONI07018,5.2969
ONI34386-ONI16198,2.4551
ONH90002-ONI35934,1.8778
ONH90037-ONI35950,2.7885
ONH90038-ONI04296,1.6224
ONH90129-ONI36287,3.885
ONH90131-ONI22635,2.9501
ONH90148-ONI27213,1.9836
ONH94521-ONH94564,3.1992
ONH98464-ONI00012,4.2217
ONI03109-ONI09968,1.694
ONH96565-ONH91468,1.9907
ONI26671-ONI04939,2.2487
ONI32585-ONH96933,1.7857
ONI08031-ONI30128,1.6695
ONI29205-ONI02280,2.4434
ONH90196-ONH98976,3.259
ONI31477-ONH96958,4.0204
ONI03811-ONH99766,1.8562
ONI18977-ONI27885,1.7782
ONI14530-ONI02297,4.4655
ONI25587-ONI23418,1.7184
ONH90288-ONI08152,4.6685
ONH90310-ONI21824,4.3955
ONH90316-ONI20974,1.5419
ONH90323-ONI17509,2.0017
ONH90357-ONH93694,2.3352
ONI35318-ONI20894,4.325
ONH90446-ONI28565,4.1362
ONH90475-ONI31378,1.6222
ONI23731-ONI15482,4.2724
ONH90503-ONI15281,2.9021
ONI03914-ONH99684,4.1125
ONI16437-ONI32904,4.2852
ONI14120-ONI07268,4.3709
ONI35294-ONI02407,1.5945
ONH90631-ONI13825,1.7837
ONI21921-ONI06008,1.9773
ONI25182-ONI22778,2.0566
